1	0.00691533	-0.0273336	0.444311	-0.00299372	0.00253053	0.0806408	-0.0330008	-0.123306	0.050783	0
1	0.0154911	-0.0273506	0.444325	-0.00222905	0.00213981	0.0642871	-0.0379203	-0.150586	-0.0177422	0
1	0.0155527	-0.0273677	0.444339	-0.00163412	0.00169549	0.0590185	-0.051604	-0.243739	-0.0723867	0
1	0.0255517	-0.0273634	0.444355	-0.00123016	0.0013179	0.0322692	-0.0192349	-0.248498	-0.128086	0
1	0.0355348	-0.0273762	0.444384	-0.000886623	0.0012188	0.0362092	-0.0105113	-0.229606	-0.143829	0
1	0.0455341	-0.0273719	0.4444	-0.000615643	0.00133057	0.0180954	0.0282504	-0.179204	-0.121779	0
1	0.0555352	-0.0273677	0.444415	-0.00043895	0.00171401	0.0208431	0.0413011	-0.205667	-0.1335	0
1	0.0655312	-0.0273762	0.444461	-0.000197667	0.00215454	0.0174599	0.0597061	-0.234827	-0.0705508	0
1	0.0755272	-0.0273677	0.444492	-0.000110532	0.00277187	0.00646048	0.0505392	-0.238814	-0.0926642	0
1	0.0855228	-0.0273634	0.444507	2.25678e-07	0.00306946	0.016165	0.0146191	-0.208234	-0.0736167	0
1	0.0955206	-0.0273549	0.444538	0.000204366	0.00304582	0.0231254	-0.0122511	-0.124199	-0.174888	0
1	0.105512	-0.0273719	0.444552	0.000279568	0.00291247	-0.0126127	-0.0192515	-0.122603	-0.107742	0
1	0.115506	-0.0273847	0.444582	-1.11458e-05	0.00260019	-0.0480544	-0.0392182	-0.0916797	-0.0951348	0
1	0.125612	-0.027389	0.444566	-0.000467193	0.00216794	-0.0375839	-0.0543204	-0.0774186	-0.035704	0
1	0.135506	-0.027406	0.444581	-0.000839578	0.00151339	-0.0385826	-0.0633036	-0.0154741	0.0971918	0
1	0.145504	-0.0274273	0.444579	-0.00111589	0.000913661	-0.0285557	-0.0573586	0.0677986	0.192534	0
1	0.155497	-0.0274401	0.444533	-0.00138472	0.000269395	-0.0197519	-0.0764532	0.113177	0.211727	0
1	0.165491	-0.0274529	0.444486	-0.00149212	-0.000816366	-0.00292368	-0.12893	0.0895399	0.27948	0
1	0.175495	-0.0274785	0.444393	-0.0015209	-0.00245361	-0.00888764	-0.202103	0.102255	0.341453	0
1	0.185488	-0.0274997	0.44424	-0.00169712	-0.00496814	-0.0229648	-0.294928	0.0901681	0.359551	0
1	0.195485	-0.0275506	0.444054	-0.00199555	-0.00841213	-0.0436083	-0.374735	0.0578933	0.450712	0
1	0.205482	-0.0275887	0.443838	-0.00255713	-0.0125098	-0.0622023	-0.432305	0.0706571	0.483069	0
1	0.215479	-0.0276435	0.44356	-0.00339148	-0.0168635	-0.102066	-0.428808	0.0940282	0.461888	0
1	0.225477	-0.0276938	0.443298	-0.00436635	-0.0210019	-0.0934501	-0.385182	0.148271	0.499895	0
1	0.235471	-0.0277398	0.443051	-0.00506575	-0.0242669	-0.0517918	-0.254066	0.142146	0.611251	0
1	0.245465	-0.0277814	0.44282	-0.00528134	-0.026066	0.0085666	-0.114801	0.0903733	0.585132	0
1	0.255465	-0.0277805	0.442591	-0.0048419	-0.0263674	0.0755851	0.0281828	0.111358	0.672228	0
1	0.265458	-0.0277711	0.442393	-0.00370443	-0.0253175	0.139596	0.160973	0.098356	0.625085	0
1	0.275456	-0.0277321	0.442228	-0.0019585	-0.0233043	0.202392	0.229689	0.0816454	0.642195	0
1	0.285459	-0.0276636	0.442095	0.000384579	-0.0206561	0.257794	0.288489	0.075253	0.563782	0
1	0.295451	-0.0275614	0.44201	0.00307926	-0.0174847	0.273278	0.346622	0.0688674	0.595008	0
1	0.305447	-0.0274339	0.441941	0.00597765	-0.0140152	0.311849	0.33103	-0.0398932	0.354336	0
1	0.315439	-0.027294	0.441919	0.00895841	-0.0105893	0.279394	0.358869	-0.0713795	0.299571	0
1	0.325441	-0.0271669	0.441927	0.011423	-0.00702069	0.209649	0.353569	-0.0501668	0.236984	0
1	0.335434	-0.0270272	0.441982	0.0130353	-0.0034185	0.115619	0.377134	-0.03683	0.176506	0
1	0.345433	-0.0268962	0.442081	0.0138499	0.000240224	0.0617018	0.359121	-0.0528678	0.13237	0
1	0.355429	-0.0267779	0.44221	0.0141797	0.0038946	0.0145083	0.361193	-0.0683062	0.12183	0
1	0.365424	-0.0266383	0.442341	0.0139754	0.00748778	-0.0324208	0.354934	-0.0449193	0.176735	0
1	0.37542	-0.0265198	0.44247	0.0134664	0.0107997	-0.0661016	0.294881	-0.11842	0.200979	0
