1	0.00690551	0.0304839	0.408956	4.50446e-07	1.32547e-06	1.19722e-05	3.59852e-05	1.01171	0.452708
1	0.0229584	0.0304839	0.408956	4.19778e-07	1.23992e-06	-1.24364e-05	-3.63465e-05	0.933167	0.448642
1	0.0230233	0.0304839	0.408956	2.45892e-07	7.28698e-07	-1.92166e-05	-5.66341e-05	1.0658	0.454136
1	0.0279984	0.0304839	0.408956	7.06279e-08	2.11242e-07	-1.51032e-05	-4.46563e-05	1.05936	0.454119
1	0.0395566	0.0304839	0.408956	-3.86386e-08	-1.12388e-07	-7.42306e-06	-2.20353e-05	1.06071	0.432229
1	0.0479991	0.0304839	0.408956	-7.52882e-08	-2.21718e-07	-9.85913e-07	-3.01031e-06	0.96479	0.421035
1	0.0579946	0.0304839	0.408956	-6.38371e-08	-1.88652e-07	2.41658e-06	7.08233e-06	1.02525	0.448236
1	0.0679904	0.0304839	0.408956	-3.41271e-08	-1.01217e-07	3.0963e-06	9.13125e-06	1.05164	0.450236
1	0.0779864	0.0304839	0.408956	-7.14694e-09	-2.15167e-08	2.23651e-06	6.61643e-06	1.05554	0.43608
1	0.0895336	0.0304839	0.408956	8.27104e-09	2.41824e-08	9.80029e-07	2.91284e-06	1.05817	0.418057
1	0.0979825	0.0304839	0.408956	1.2376e-08	3.64764e-08	1.55431e-08	6.07847e-08	0.980847	0.437175
1	0.107979	0.0304839	0.408956	9.59431e-09	2.83698e-08	-4.44193e-07	-1.3044e-06	1.02464	0.433424
1	0.117979	0.0304839	0.408956	4.63176e-09	1.37516e-08	-4.9134e-07	-1.44995e-06	1.04003	0.460509
1	0.127976	0.0304839	0.408956	5.33008e-10	1.63686e-09	-3.26399e-07	-9.66227e-07	1.07987	0.490232
1	0.139526	0.0304839	0.408956	-1.59836e-09	-4.68625e-09	-1.24487e-07	-3.70648e-07	1.06777	0.440619
1	0.14796	0.0304839	0.408956	-1.99238e-09	-5.87635e-09	1.79197e-08	5.06817e-08	0.99443	0.413385
1	0.157961	0.0304839	0.408956	-1.41894e-09	-4.1982e-09	7.81042e-08	2.2965e-07	0.98863	0.415302
1	0.167957	0.0304839	0.408956	-6.08728e-10	-1.80983e-09	7.66644e-08	2.26208e-07	1.01634	0.40829
1	0.177959	0.0304839	0.408956	4.30558e-12	3.27516e-12	4.6789e-08	1.38611e-07	1.03036	0.463703
1	0.189504	0.0304839	0.408956	2.91094e-10	8.54983e-10	1.49152e-08	4.45199e-08	1.08757	0.500554
1	0.197957	0.0304839	0.408956	3.15161e-10	9.302e-10	-5.75928e-09	-1.65978e-08	1.07747	0.424546
1	0.207948	0.0304839	0.408956	2.06453e-10	6.11178e-10	-1.32984e-08	-3.91909e-08	1.03823	0.409634
1	0.217954	0.0304839	0.408956	7.66817e-11	2.28373e-10	-1.17753e-08	-3.4861e-08	0.922222	0.44797
1	0.227945	0.0304839	0.408956	-1.35829e-11	-3.86358e-11	-6.57807e-09	-1.93734e-08	1.01748	0.46367
1	0.23949	0.0304839	0.408956	-5.08725e-11	-1.49658e-10	-1.62023e-09	-4.88498e-09	1.05866	0.477942
1	0.247938	0.0304839	0.408956	-4.90476e-11	-1.44884e-10	1.32186e-09	3.77476e-09	1.07221	0.467031
1	0.257937	0.0304839	0.408956	-2.95042e-11	-8.74301e-11	2.21004e-09	6.4948e-09	1.05941	0.434802
1	0.267926	0.0304839	0.408956	6.71164e-06	-7.70607e-06	0.00571003	-0.00655601	0.96869	0.406879
1	0.277928	0.0304839	0.408956	5.1841e-05	-5.95217e-05	-0.000111392	0.000127899	1.02912	0.446958
1	0.306621	0.0304839	0.408956	2.52351e-05	-2.89739e-05	-0.00377123	0.00432998	1.06518	0.445763
1	0.306693	0.0304839	0.408956	-1.0351e-05	1.18846e-05	-0.00300296	0.00344787	1.09228	0.42394
1	0.307926	0.0304839	0.408956	-2.94832e-05	3.38515e-05	-0.00100195	0.0011504	1.06451	0.456708
1	0.317918	0.0304839	0.408956	-3.02349e-05	3.47144e-05	0.000554387	-0.000636525	1.0292	0.414762
1	0.340536	0.0304839	0.408956	-2.04749e-05	2.35085e-05	0.00118525	-0.00136085	1.02012	0.439208
1	0.340609	0.0304839	0.408956	-8.74444e-06	1.004e-05	0.0010823	-0.00124265	1.05297	0.434785
1	0.347906	0.0304839	0.408956	-2.05257e-07	2.35663e-07	0.000645956	-0.000741661	1.05679	0.452825
1	0.372786	0.0304839	0.408956	3.74454e-06	-4.29933e-06	0.000206079	-0.000236612	1.05558	0.423201
1	0.372858	0.0304839	0.408956	4.10808e-06	-4.71673e-06	-7.39861e-05	8.49479e-05	1.08138	0.40395
1	0.377899	0.0304839	0.408956	2.68222e-06	-3.07962e-06	-0.000175045	0.00020098	1.04988	0.386483
1	0.389438	0.0304839	0.408956	9.74634e-07	-1.11903e-06	-0.000154735	0.000177661	1.03372	0.408979
1	0.397898	0.0304839	0.408956	-2.07115e-07	2.37801e-07	-8.56878e-05	9.83832e-05	1.04194	0.466309
1	0.422778	0.0304789	0.408941	-3.05183e-05	-8.94855e-05	-0.00335814	-0.0100778	1.06321	0.452892
1	0.422848	0.0304839	0.408956	-6.12665e-05	-0.00018268	-0.000727711	-0.00227869	1.08191	0.450958
1	0.427883	0.0304839	0.408956	-3.17612e-05	-9.44925e-05	0.00462748	0.0138805	1.07816	0.407162
1	0.439427	0.0304839	0.408956	1.33697e-05	4.09483e-05	0.00388474	0.0116575	1.03051	0.405751
1	0.447881	0.0304839	0.408956	3.85224e-05	0.000116347	0.00135008	0.00403621	1.05033	0.459247
1	0.457884	0.0304839	0.408956	3.99247e-05	0.00012034	-0.000688655	-0.00209155	1.05042	0.427052
1	0.467873	0.0304839	0.408956	2.73736e-05	8.24234e-05	-0.00154179	-0.00465076	1.07676	0.448369
1	0.477875	0.0304789	0.408941	-1.54836e-05	-4.70834e-05	-0.0077712	-0.0234976	1.12879	0.489124
